Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr),,,,Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
01/24/2016 12:05:00,H Q,61844,28.31,-0.55,0,,,,,,,,,
01/24/2016 12:05:00,HUD VL,61758,96.33,2.74,-64.73,,,,,,,,,
01/24/2016 12:05:00,LONGIL,61762,97.56,3.61,-65.1,,,,,,,,,
01/24/2016 12:05:00,MHK VL,61756,42.8,1.44,-12.5,,,,,,,,,
01/24/2016 12:05:00,MILLWD,61759,96.99,2.8,-65.33,,,,,,,,,
01/24/2016 12:05:00,N.Y.C.,61761,96.69,2.74,-65.09,,,,,,,,,
01/24/2016 12:05:00,NORTH,61755,28.74,-0.11,0,,,,,,,,,
01/24/2016 12:05:00,NPX,61845,106.64,2.42,-75.36,,,,,,,,,
01/24/2016 12:05:00,O H,61846,37.55,-2.86,-11.55,,,,,,,,,
01/24/2016 12:05:00,PJM,61847,73.74,0.75,-44.13,,,,,,,,,
01/24/2016 12:05:00,WEST,61752,37.17,-2.65,-10.97,,,,,,,,,
01/24/2016 12:10:00,CAPITL,61757,81.59,2.78,-44.43,,,,,,,,,
01/24/2016 12:10:00,CENTRL,61754,40.2,0.1,-5.72,,,,,,,,,
01/24/2016 12:10:00,DUNWOD,61760,72.21,3.23,-34.61,,,,,,,,,
01/24/2016 12:10:00,GENESE,61753,37.62,-1.65,-4.9,,,,,,,,,
01/24/2016 12:10:00,H Q,61844,33.69,-0.69,0,,,,,,,,,
01/24/2016 12:10:00,HUD VL,61758,72.11,3.3,-34.43,,,,,,,,,
01/24/2016 12:10:00,LONGIL,61762,73.4,4.4,-34.63,,,,,,,,,
01/24/2016 12:10:00,MHK VL,61756,42.75,1.72,-6.65,,,,,,,,,
01/24/2016 12:10:00,MILLWD,61759,72.5,3.37,-34.75,,,,,,,,,
01/24/2016 12:10:00,N.Y.C.,61761,72.33,3.33,-34.62,,,,,,,,,
01/24/2016 12:10:00,NORTH,61755,34.21,-0.17,0,,,,,,,,,
01/24/2016 12:10:00,NPX,61845,77.38,2.92,-40.09,,,,,,,,,
01/24/2016 12:10:00,O H,61846,37.22,-3.3,-6.14,,,,,,,,,
01/24/2016 12:10:00,PJM,61847,58.81,0.96,-23.47,,,,,,,,,
01/24/2016 12:10:00,WEST,61752,37.15,-3.06,-5.84,,,,,,,,,
01/24/2016 12:15:00,CAPITL,61757,85.5,2.28,-55,,,,,,,,,
01/24/2016 12:15:00,CENTRL,61754,35.37,0.08,-7.07,,,,,,,,,
01/24/2016 12:15:00,DUNWOD,61760,73.71,2.65,-42.85,,,,,,,,,
01/24/2016 12:15:00,GENESE,61753,32.98,-1.3,-6.06,,,,,,,,,
01/24/2016 12:15:00,H Q,61844,27.65,-0.56,0,,,,,,,,,
01/24/2016 12:15:00,HUD VL,61758,73.54,2.71,-42.62,,,,,,,,,
01/24/2016 12:15:00,LONGIL,61762,74.64,3.55,-42.87,,,,,,,,,
01/24/2016 12:15:00,MHK VL,61756,37.81,1.41,-8.18,,,,,,,,,
01/24/2016 12:15:00,MILLWD,61759,74,2.77,-43.02,,,,,,,,,
01/24/2016 12:15:00,N.Y.C.,61761,73.79,2.71,-42.87,,,,,,,,,
01/24/2016 12:15:00,NORTH,61755,28.04,-0.17,0,,,,,,,,,
01/24/2016 12:15:00,NPX,61845,80.24,2.4,-49.63,,,,,,,,,
01/24/2016 12:15:00,O H,61846,33.17,-2.65,-7.61,,,,,,,,,
01/24/2016 12:15:00,PJM,61847,58.04,0.76,-29.06,,,,,,,,,
01/24/2016 12:15:00,WEST,61752,33.01,-2.43,-7.22,,,,,,,,,
01/24/2016 12:20:00,CAPITL,61757,83.37,2.29,-52.47,,,,,,,,,
01/24/2016 12:20:00,CENTRL,61754,35.44,0.09,-6.74,,,,,,,,,
01/24/2016 12:20:00,DUNWOD,61760,72.2,2.72,-40.87,,,,,,,,,
01/24/2016 12:20:00,GENESE,61753,33.07,-1.32,-5.78,,,,,,,,,
01/24/2016 12:20:00,H Q,61844,28.03,-0.57,0,,,,,,,,,
01/24/2016 12:20:00,HUD VL,61758,72.04,2.77,-40.66,,,,,,,,,
01/24/2016 12:20:00,LONGIL,61762,73.2,3.69,-40.9,,,,,,,,,
01/24/2016 12:20:00,MHK VL,61756,37.84,1.43,-7.81,,,,,,,,,
01/24/2016 12:20:00,MILLWD,61759,72.48,2.83,-41.04,,,,,,,,,
01/24/2016 12:20:00,N.Y.C.,61761,72.3,2.81,-40.89,,,,,,,,,
01/24/2016 12:20:00,NORTH,61755,28.44,-0.17,0,,,,,,,,,
01/24/2016 12:20:00,NPX,61845,78.35,2.4,-47.35,,,,,,,,,
01/24/2016 12:20:00,O H,61846,33.17,-2.69,-7.26,,,,,,,,,
01/24/2016 12:20:00,PJM,61847,57.16,0.83,-27.72,,,,,,,,,
01/24/2016 12:20:00,WEST,61752,33.01,-2.49,-6.89,,,,,,,,,
01/24/2016 12:25:00,CAPITL,61757,48.5,3.19,-5.45,,,,,,,,,
01/24/2016 12:25:00,CENTRL,61754,40.68,0.12,-0.7,,,,,,,,,
01/24/2016 12:25:00,DUNWOD,61760,47.93,3.83,-4.25,,,,,,,,,
01/24/2016 12:25:00,GENESE,61753,38.58,-1.87,-0.6,,,,,,,,,
01/24/2016 12:25:00,H Q,61844,39.06,-0.8,0,,,,,,,,,
01/24/2016 12:25:00,HUD VL,61758,47.99,3.91,-4.22,,,,,,,,,
01/24/2016 12:25:00,LONGIL,61762,49.41,5.3,-4.25,,,,,,,,,
01/24/2016 12:25:00,MHK VL,61756,42.62,1.95,-0.81,,,,,,,,,
01/24/2016 12:25:00,MILLWD,61759,48.1,3.99,-4.26,,,,,,,,,
01/24/2016 12:25:00,N.Y.C.,61761,48.09,3.99,-4.25,,,,,,,,,
01/24/2016 12:25:00,NORTH,61755,39.62,-0.24,0,,,,,,,,,
01/24/2016 12:25:00,NPX,61845,48.12,3.35,-4.92,,,,,,,,,
01/24/2016 12:25:00,O H,61846,36.82,-3.79,-0.75,,,,,,,,,
01/24/2016 12:25:00,PJM,61847,43.89,1.16,-2.88,,,,,,,,,
01/24/2016 12:25:00,WEST,61752,37.06,-3.51,-0.72,,,,,,,,,
01/24/2016 12:30:00,CAPITL,61757,43.74,3.24,-0.06,,,,,,,,,
01/24/2016 12:30:00,CENTRL,61754,40.69,0.24,-0.01,,,,,,,,,
01/24/2016 12:30:00,DUNWOD,61760,44.41,3.92,-0.04,,,,,,,,,
01/24/2016 12:30:00,GENESE,61753,38.71,-1.74,-0.01,,,,,,,,,
01/24/2016 12:30:00,H Q,61844,39.59,-0.85,0,,,,,,,,,
01/24/2016 12:30:00,HUD VL,61758,44.49,4,-0.04,,,,,,,,,
01/24/2016 12:30:00,LONGIL,61762,46.03,5.54,-0.05,,,,,,,,,
01/24/2016 12:30:00,MHK VL,61756,42.47,2.02,-0.01,,,,,,,,,
01/24/2016 12:30:00,MILLWD,61759,44.57,4.08,-0.04,,,,,,,,,
01/24/2016 12:30:00,N.Y.C.,61761,44.53,4.04,-0.04,,,,,,,,,
01/24/2016 12:30:00,NORTH,61755,40.08,-0.36,0,,,,,,,,,
01/24/2016 12:30:00,NPX,61845,43.93,3.44,-0.05,,,,,,,,,
01/24/2016 12:30:00,O H,61846,36.77,-3.68,-0.01,,,,,,,,,
01/24/2016 12:30:00,PJM,61847,41.73,1.26,-0.03,,,,,,,,,
01/24/2016 12:30:00,WEST,61752,37.09,-3.36,-0.01,,,,,,,,,
01/24/2016 12:35:00,CAPITL,61757,43.54,3.23,0,,,,,,,,,
01/24/2016 12:35:00,CENTRL,61754,40.63,0.32,0,,,,,,,,,
01/24/2016 12:35:00,DUNWOD,61760,44.3,3.99,0,,,,,,,,,
01/24/2016 12:35:00,GENESE,61753,38.66,-1.65,0,,,,,,,,,
01/24/2016 12:35:00,H Q,61844,39.43,-0.89,0,,,,,,,,,
01/24/2016 12:35:00,HUD VL,61758,44.38,4.07,0,,,,,,,,,
01/24/2016 12:35:00,LONGIL,61762,51.02,5.6,-5.1,,,,,,,,,
01/24/2016 12:35:00,MHK VL,61756,42.37,2.05,0,,,,,,,,,
01/24/2016 12:35:00,MILLWD,61759,44.47,4.15,0,,,,,,,,,
01/24/2016 12:35:00,N.Y.C.,61761,44.43,4.11,0,,,,,,,,,
01/24/2016 12:35:00,NORTH,61755,39.83,-0.48,0,,,,,,,,,
01/24/2016 12:35:00,NPX,61845,43.74,3.42,0,,,,,,,,,
01/24/2016 12:35:00,O H,61846,36.76,-3.55,0,,,,,,,,,
01/24/2016 12:35:00,PJM,61847,41.64,1.33,0,,,,,,,,,
01/24/2016 12:35:00,WEST,61752,37.09,-3.23,0,,,,,,,,,
01/24/2016 12:40:00,CAPITL,61757,50.38,2.73,-13.59,,,,,,,,,
01/24/2016 12:40:00,CENTRL,61754,35.98,0.17,-1.75,,,,,,,,,
01/24/2016 12:40:00,DUNWOD,61760,47.99,3.34,-10.59,,,,,,,,,
01/24/2016 12:40:00,GENESE,61753,34.07,-1.5,-1.5,,,,,,,,,
01/24/2016 12:40:00,H Q,61844,33.32,-0.75,0,,,,,,,,,
01/24/2016 12:40:00,HUD VL,61758,48,3.41,-10.53,,,,,,,,,
01/24/2016 12:40:00,LONGIL,61762,49.3,4.63,-10.6,,,,,,,,,
01/24/2016 12:40:00,MHK VL,61756,37.79,1.7,-2.02,,,,,,,,,
01/24/2016 12:40:00,MILLWD,61759,48.17,3.48,-10.63,,,,,,,,,
01/24/2016 12:40:00,N.Y.C.,61761,48.1,3.44,-10.59,,,,,,,,,
01/24/2016 12:40:00,NORTH,61755,33.69,-0.37,0,,,,,,,,,
01/24/2016 12:40:00,NPX,61845,49.22,2.89,-12.27,,,,,,,,,
01/24/2016 12:40:00,O H,61846,32.81,-3.13,-1.88,,,,,,,,,
01/24/2016 12:40:00,PJM,61847,42.3,1.06,-7.18,,,,,,,,,
01/24/2016 12:40:00,WEST,61752,32.99,-2.86,-1.79,,,,,,,,,
01/24/2016 12:45:00,CAPITL,61757,64.76,2.55,-30.67,,,,,,,,,
01/24/2016 12:45:00,CENTRL,61754,35.66,0.19,-3.94,,,,,,,,,
01/24/2016 12:45:00,DUNWOD,61760,58.48,3.06,-23.89,,,,,,,,,
01/24/2016 12:45:00,GENESE,61753,33.59,-1.32,-3.38,,,,,,,,,
01/24/2016 12:45:00,H Q,61844,30.84,-0.69,0,,,,,,,,,
01/24/2016 12:45:00,HUD VL,61758,58.42,3.12,-23.77,,,,,,,,,
01/24/2016 12:45:00,LONGIL,61762,59.64,4.19,-23.91,,,,,,,,,
01/24/2016 12:45:00,MHK VL,61756,37.67,1.58,-4.56,,,,,,,,,
01/24/2016 12:45:00,MILLWD,61759,58.71,3.18,-23.99,,,,,,,,,
01/24/2016 12:45:00,N.Y.C.,61761,58.59,3.15,-23.9,,,,,,,,,
01/24/2016 12:45:00,NORTH,61755,31.19,-0.35,0,,,,,,,,,
01/24/2016 12:45:00,NPX,61845,61.92,2.71,-27.68,,,,,,,,,
01/24/2016 12:45:00,O H,61846,32.94,-2.84,-4.24,,,,,,,,,
01/24/2016 12:45:00,PJM,61847,48.72,0.98,-16.21,,,,,,,,,
01/24/2016 12:45:00,WEST,61752,32.98,-2.59,-4.03,,,,,,,,,
01/24/2016 12:50:00,CAPITL,61757,64.69,2.56,-30.5,,,,,,,,,
01/24/2016 12:50:00,CENTRL,61754,35.77,0.22,-3.92,,,,,,,,,
01/24/2016 12:50:00,DUNWOD,61760,58.49,3.1,-23.76,,,,,,,,,
01/24/2016 12:50:00,GENESE,61753,33.63,-1.36,-3.36,,,,,,,,,
01/24/2016 12:50:00,H Q,61844,30.93,-0.7,0,,,,,,,,,
01/24/2016 12:50:00,HUD VL,61758,58.42,3.16,-23.63,,,,,,,,,
01/24/2016 12:50:00,LONGIL,61762,59.64,4.24,-23.78,,,,,,,,,
01/24/2016 12:50:00,MHK VL,61756,37.78,1.61,-4.54,,,,,,,,,
01/24/2016 12:50:00,MILLWD,61759,58.71,3.23,-23.86,,,,,,,,,
01/24/2016 12:50:00,N.Y.C.,61761,58.59,3.19,-23.77,,,,,,,,,
01/24/2016 12:50:00,NORTH,61755,31.28,-0.35,0,,,,,,,,,
01/24/2016 12:50:00,NPX,61845,61.87,2.72,-27.52,,,,,,,,,
01/24/2016 12:50:00,O H,61846,33,-2.85,-4.22,,,,,,,,,
01/24/2016 12:50:00,PJM,61847,48.78,1.04,-16.11,,,,,,,,,
01/24/2016 12:50:00,WEST,61752,33.01,-2.62,-4.01,,,,,,,,,
01/24/2016 12:55:00,CAPITL,61757,43.44,3.22,0,,,,,,,,,
01/24/2016 12:55:00,CENTRL,61754,40.54,0.32,0,,,,,,,,,
01/24/2016 12:55:00,DUNWOD,61760,44.21,3.98,0,,,,,,,,,
01/24/2016 12:55:00,GENESE,61753,38.61,-1.61,0,,,,,,,,,
01/24/2016 12:55:00,H Q,61844,39.34,-0.89,0,,,,,,,,,
01/24/2016 12:55:00,HUD VL,61758,44.24,4.02,0,,,,,,,,,
01/24/2016 12:55:00,LONGIL,61762,45.66,5.43,-0.01,,,,,,,,,
01/24/2016 12:55:00,MHK VL,61756,42.27,2.05,0,,,,,,,,,
01/24/2016 12:55:00,MILLWD,61759,44.33,4.1,0,,,,,,,,,
01/24/2016 12:55:00,N.Y.C.,61761,44.33,4.1,0,,,,,,,,,
01/24/2016 12:55:00,NORTH,61755,39.74,-0.48,0,,,,,,,,,
01/24/2016 12:55:00,NPX,61845,43.68,3.46,0,,,,,,,,,
01/24/2016 12:55:00,O H,61846,36.76,-3.46,0,,,,,,,,,
01/24/2016 12:55:00,PJM,61847,41.55,1.33,0,,,,,,,,,
01/24/2016 12:55:00,WEST,61752,37.09,-3.14,0,,,,,,,,,
01/24/2016 13:00:00,CAPITL,61757,38.66,2.86,0,,,,,,,,,
01/24/2016 13:00:00,CENTRL,61754,36.05,0.25,0,,,,,,,,,
01/24/2016 13:00:00,DUNWOD,61760,39.34,3.54,0,,,,,,,,,
01/24/2016 13:00:00,GENESE,61753,34.36,-1.43,0,,,,,,,,,
01/24/2016 13:00:00,H Q,61844,35.01,-0.79,0,,,,,,,,,
01/24/2016 13:00:00,HUD VL,61758,39.37,3.58,0,,,,,,,,,
01/24/2016 13:00:00,LONGIL,61762,40.56,4.76,-0.01,,,,,,,,,
01/24/2016 13:00:00,MHK VL,61756,37.58,1.79,0,,,,,,,,,
01/24/2016 13:00:00,MILLWD,61759,39.48,3.69,0,,,,,,,,,
01/24/2016 13:00:00,N.Y.C.,61761,39.48,3.69,0,,,,,,,,,
01/24/2016 13:00:00,NORTH,61755,35.37,-0.43,0,,,,,,,,,
01/24/2016 13:00:00,NPX,61845,38.87,3.08,0,,,,,,,,,
01/24/2016 13:00:00,O H,61846,32.64,-3.15,0,,,,,,,,,
01/24/2016 13:00:00,PJM,61847,36.94,1.15,0,,,,,,,,,
01/24/2016 13:00:00,WEST,61752,32.97,-2.83,0,,,,,,,,,
01/24/2016 13:05:00,CAPITL,61757,35.22,2.61,0,,,,,,,,,
01/24/2016 13:05:00,CENTRL,61754,32.77,0.16,0,,,,,,,,,
01/24/2016 13:05:00,DUNWOD,61760,35.84,3.23,0,,,,,,,,,
01/24/2016 13:05:00,GENESE,61753,31.34,-1.27,0,,,,,,,,,
01/24/2016 13:05:00,H Q,61844,31.89,-0.72,0,,,,,,,,,
01/24/2016 13:05:00,HUD VL,61758,35.87,3.26,0,,,,,,,,,
01/24/2016 13:05:00,LONGIL,61762,36.92,4.3,-0.01,,,,,,,,,
01/24/2016 13:05:00,MHK VL,61756,34.21,1.6,0,,,,,,,,,
01/24/2016 13:05:00,MILLWD,61759,35.94,3.33,0,,,,,,,,,
01/24/2016 13:05:00,N.Y.C.,61761,35.97,3.36,0,,,,,,,,,
01/24/2016 13:05:00,NORTH,61755,32.22,-0.39,0,,,,,,,,,
01/24/2016 13:05:00,NPX,61845,35.45,2.84,0,,,,,,,,,
01/24/2016 13:05:00,O H,61846,29.77,-2.84,0,,,,,,,,,
01/24/2016 13:05:00,PJM,61847,33.62,1.01,0,,,,,,,,,
01/24/2016 13:05:00,WEST,61752,30.1,-2.51,0,,,,,,,,,
01/24/2016 13:10:00,CAPITL,61757,33.29,2.41,0,,,,,,,,,
01/24/2016 13:10:00,CENTRL,61754,31.07,0.19,0,,,,,,,,,
01/24/2016 13:10:00,DUNWOD,61760,33.94,3.06,0,,,,,,,,,
01/24/2016 13:10:00,GENESE,61753,29.71,-1.17,0,,,,,,,,,
01/24/2016 13:10:00,H Q,61844,30.2,-0.68,0,,,,,,,,,
01/24/2016 13:10:00,HUD VL,61758,34,3.12,0,,,,,,,,,
01/24/2016 13:10:00,LONGIL,61762,36.82,4.26,-1.67,,,,,,,,,
01/24/2016 13:10:00,MHK VL,61756,32.43,1.54,0,,,,,,,,,
01/24/2016 13:10:00,MILLWD,61759,34.06,3.18,0,,,,,,,,,
01/24/2016 13:10:00,N.Y.C.,61761,34.09,3.21,0,,,,,,,,,
01/24/2016 13:10:00,NORTH,61755,30.51,-0.37,0,,,,,,,,,
01/24/2016 13:10:00,NPX,61845,33.54,2.66,0,,,,,,,,,
01/24/2016 13:10:00,O H,61846,28.26,-2.63,0,,,,,,,,,
01/24/2016 13:10:00,PJM,61847,31.87,0.99,0,,,,,,,,,
01/24/2016 13:10:00,WEST,61752,28.57,-2.32,0,,,,,,,,,
01/24/2016 13:15:00,CAPITL,61757,35.31,2.52,0,,,,,,,,,
01/24/2016 13:15:00,CENTRL,61754,33.05,0.26,0,,,,,,,,,
01/24/2016 13:15:00,DUNWOD,61760,35.97,3.18,0,,,,,,,,,
01/24/2016 13:15:00,GENESE,61753,31.67,-1.11,0,,,,,,,,,
01/24/2016 13:15:00,H Q,61844,32.07,-0.72,0,,,,,,,,,
01/24/2016 13:15:00,HUD VL,61758,36,3.21,0,,,,,,,,,
01/24/2016 13:15:00,LONGIL,61762,37.22,4.42,-0.01,,,,,,,,,
01/24/2016 13:15:00,MHK VL,61756,34.39,1.61,0,,,,,,,,,
01/24/2016 13:15:00,MILLWD,61759,36.1,3.31,0,,,,,,,,,
01/24/2016 13:15:00,N.Y.C.,61761,36.1,3.31,0,,,,,,,,,
01/24/2016 13:15:00,NORTH,61755,32.4,-0.39,0,,,,,,,,,
01/24/2016 13:15:00,NPX,61845,35.51,2.72,0,,,,,,,,,
01/24/2016 13:15:00,O H,61846,30.16,-2.62,0,,,,,,,,,
01/24/2016 13:15:00,PJM,61847,33.84,1.05,0,,,,,,,,,
01/24/2016 13:15:00,WEST,61752,30.49,-2.3,0,,,,,,,,,
01/24/2016 13:20:00,CAPITL,61757,37.4,2.74,0,,,,,,,,,
01/24/2016 13:20:00,CENTRL,61754,34.97,0.31,0,,,,,,,,,
01/24/2016 13:20:00,DUNWOD,61760,38.06,3.4,0,,,,,,,,,
01/24/2016 13:20:00,GENESE,61753,33.42,-1.25,0,,,,,,,,,
01/24/2016 13:20:00,H Q,61844,33.9,-0.76,0,,,,,,,,,
01/24/2016 13:20:00,HUD VL,61758,38.13,3.47,0,,,,,,,,,
01/24/2016 13:20:00,LONGIL,61762,45.67,4.75,-6.25,,,,,,,,,
01/24/2016 13:20:00,MHK VL,61756,36.4,1.73,0,,,,,,,,,
01/24/2016 13:20:00,MILLWD,61759,38.2,3.54,0,,,,,,,,,
01/24/2016 13:20:00,N.Y.C.,61761,38.2,3.54,0,,,,,,,,,
01/24/2016 13:20:00,NORTH,61755,34.21,-0.45,0,,,,,,,,,
01/24/2016 13:20:00,NPX,61845,37.64,2.98,0,,,,,,,,,
01/24/2016 13:20:00,O H,61846,31.82,-2.84,0,,,,,,,,,
01/24/2016 13:20:00,PJM,61847,35.84,1.18,0,,,,,,,,,
01/24/2016 13:20:00,WEST,61752,32.17,-2.5,0,,,,,,,,,
01/24/2016 13:25:00,CAPITL,61757,38.49,2.82,0,,,,,,,,,
01/24/2016 13:25:00,CENTRL,61754,35.96,0.28,0,,,,,,,,,
01/24/2016 13:25:00,DUNWOD,61760,39.17,3.5,0,,,,,,,,,
01/24/2016 13:25:00,GENESE,61753,34.32,-1.36,0,,,,,,,,,
01/24/2016 13:25:00,H Q,61844,34.89,-0.78,0,,,,,,,,,
01/24/2016 13:25:00,HUD VL,61758,39.21,3.53,0,,,,,,,,,
01/24/2016 13:25:00,LONGIL,61762,40.49,4.81,-0.01,,,,,,,,,
01/24/2016 13:25:00,MHK VL,61756,37.49,1.82,0,,,,,,,,,
01/24/2016 13:25:00,MILLWD,61759,39.31,3.64,0,,,,,,,,,
01/24/2016 13:25:00,N.Y.C.,61761,39.31,3.64,0,,,,,,,,,
01/24/2016 13:25:00,NORTH,61755,35.21,-0.46,0,,,,,,,,,
01/24/2016 13:25:00,NPX,61845,38.78,3.1,0,,,,,,,,,
01/24/2016 13:25:00,O H,61846,32.64,-3.03,0,,,,,,,,,
01/24/2016 13:25:00,PJM,61847,36.85,1.18,0,,,,,,,,,
01/24/2016 13:25:00,WEST,61752,32.96,-2.71,0,,,,,,,,,
01/24/2016 13:30:00,CAPITL,61757,38.29,2.77,0,,,,,,,,,
01/24/2016 13:30:00,CENTRL,61754,35.8,0.28,0,,,,,,,,,
01/24/2016 13:30:00,DUNWOD,61760,38.96,3.44,0,,,,,,,,,
01/24/2016 13:30:00,GENESE,61753,34.2,-1.31,0,,,,,,,,,
01/24/2016 13:30:00,H Q,61844,34.74,-0.78,0,,,,,,,,,
01/24/2016 13:30:00,HUD VL,61758,39.03,3.52,0,,,,,,,,,
01/24/2016 13:30:00,LONGIL,61762,41.13,4.87,-0.75,,,,,,,,,
01/24/2016 13:30:00,MHK VL,61756,37.29,1.78,0,,,,,,,,,
01/24/2016 13:30:00,MILLWD,61759,39.14,3.62,0,,,,,,,,,
01/24/2016 13:30:00,N.Y.C.,61761,39.1,3.59,0,,,,,,,,,
01/24/2016 13:30:00,NORTH,61755,35.09,-0.42,0,,,,,,,,,
01/24/2016 13:30:00,NPX,61845,38.53,3.02,0,,,,,,,,,
01/24/2016 13:30:00,O H,61846,32.57,-2.95,0,,,,,,,,,
01/24/2016 13:30:00,PJM,61847,36.65,1.14,0,,,,,,,,,
01/24/2016 13:30:00,WEST,61752,32.89,-2.63,0,,,,,,,,,
01/24/2016 13:35:00,CAPITL,61757,38.45,2.81,0,,,,,,,,,
01/24/2016 13:35:00,CENTRL,61754,35.92,0.28,0,,,,,,,,,
01/24/2016 13:35:00,DUNWOD,61760,39.13,3.49,0,,,,,,,,,
01/24/2016 13:35:00,GENESE,61753,34.28,-1.35,0,,,,,,,,,
01/24/2016 13:35:00,H Q,61844,34.85,-0.78,0,,,,,,,,,
01/24/2016 13:35:00,HUD VL,61758,39.16,3.53,0,,,,,,,,,
01/24/2016 13:35:00,LONGIL,61762,41.25,4.88,-0.73,,,,,,,,,
01/24/2016 13:35:00,MHK VL,61756,37.42,1.78,0,,,,,,,,,
01/24/2016 13:35:00,MILLWD,61759,39.27,3.64,0,,,,,,,,,
01/24/2016 13:35:00,N.Y.C.,61761,39.27,3.64,0,,,,,,,,,
01/24/2016 13:35:00,NORTH,61755,35.21,-0.43,0,,,,,,,,,
01/24/2016 13:35:00,NPX,61845,38.7,3.07,0,,,,,,,,,
01/24/2016 13:35:00,O H,61846,32.64,-2.99,0,,,,,,,,,
01/24/2016 13:35:00,PJM,61847,36.81,1.17,0,,,,,,,,,
01/24/2016 13:35:00,WEST,61752,32.93,-2.71,0,,,,,,,,,
01/24/2016 13:40:00,CAPITL,61757,38.33,2.78,0,,,,,,,,,
01/24/2016 13:40:00,CENTRL,61754,35.91,0.36,0,,,,,,,,,
01/24/2016 13:40:00,DUNWOD,61760,39,3.45,0,,,,,,,,,
01/24/2016 13:40:00,GENESE,61753,34.28,-1.28,0,,,,,,,,,
01/24/2016 13:40:00,H Q,61844,34.77,-0.78,0,,,,,,,,,
01/24/2016 13:40:00,HUD VL,61758,39.08,3.52,0,,,,,,,,,
01/24/2016 13:40:00,LONGIL,61762,40.36,4.8,-0.01,,,,,,,,,
01/24/2016 13:40:00,MHK VL,61756,37.37,1.81,0,,,,,,,,,
01/24/2016 13:40:00,MILLWD,61759,39.18,3.63,0,,,,,,,,,
01/24/2016 13:40:00,N.Y.C.,61761,39.14,3.59,0,,,,,,,,,
01/24/2016 13:40:00,NORTH,61755,35.13,-0.43,0,,,,,,,,,
01/24/2016 13:40:00,NPX,61845,38.58,3.02,0,,,,,,,,,
01/24/2016 13:40:00,O H,61846,32.64,-2.91,0,,,,,,,,,
01/24/2016 13:40:00,PJM,61847,36.76,1.21,0,,,,,,,,,
01/24/2016 13:40:00,WEST,61752,32.96,-2.59,0,,,,,,,,,
01/24/2016 13:45:00,CAPITL,61757,36.66,2.65,0,,,,,,,,,
01/24/2016 13:45:00,CENTRL,61754,34.27,0.27,0,,,,,,,,,
01/24/2016 13:45:00,DUNWOD,61760,37.34,3.33,0,,,,,,,,,
01/24/2016 13:45:00,GENESE,61753,32.75,-1.26,0,,,,,,,,,
01/24/2016 13:45:00,H Q,61844,33.25,-0.75,0,,,,,,,,,
01/24/2016 13:45:00,HUD VL,61758,37.37,3.37,0,,,,,,,,,
01/24/2016 13:45:00,LONGIL,61762,38.63,4.62,-0.01,,,,,,,,,
01/24/2016 13:45:00,MHK VL,61756,35.7,1.7,0,,,,,,,,,
01/24/2016 13:45:00,MILLWD,61759,37.47,3.47,0,,,,,,,,,
01/24/2016 13:45:00,N.Y.C.,61761,37.47,3.47,0,,,,,,,,,
01/24/2016 13:45:00,NORTH,61755,33.6,-0.41,0,,,,,,,,,
01/24/2016 13:45:00,NPX,61845,36.89,2.89,0,,,,,,,,,
01/24/2016 13:45:00,O H,61846,31.18,-2.82,0,,,,,,,,,
01/24/2016 13:45:00,PJM,61847,35.12,1.12,0,,,,,,,,,
01/24/2016 13:45:00,WEST,61752,31.49,-2.52,0,,,,,,,,,
01/24/2016 13:50:00,CAPITL,61757,36.9,2.67,0,,,,,,,,,
01/24/2016 13:50:00,CENTRL,61754,34.57,0.34,0,,,,,,,,,
01/24/2016 13:50:00,DUNWOD,61760,37.55,3.32,0,,,,,,,,,
01/24/2016 13:50:00,GENESE,61753,33.03,-1.2,0,,,,,,,,,
01/24/2016 13:50:00,H Q,61844,33.47,-0.75,0,,,,,,,,,
01/24/2016 13:50:00,HUD VL,61758,37.62,3.39,0,,,,,,,,,
01/24/2016 13:50:00,LONGIL,61762,38.85,4.62,-0.01,,,,,,,,,
01/24/2016 13:50:00,MHK VL,61756,35.97,1.74,0,,,,,,,,,
01/24/2016 13:50:00,MILLWD,61759,37.72,3.49,0,,,,,,,,,
01/24/2016 13:50:00,N.Y.C.,61761,37.68,3.46,0,,,,,,,,,
01/24/2016 13:50:00,NORTH,61755,33.82,-0.41,0,,,,,,,,,
01/24/2016 13:50:00,NPX,61845,37.13,2.91,0,,,,,,,,,
01/24/2016 13:50:00,O H,61846,31.49,-2.74,0,,,,,,,,,
01/24/2016 13:50:00,PJM,61847,35.39,1.16,0,,,,,,,,,
01/24/2016 13:50:00,WEST,61752,31.8,-2.43,0,,,,,,,,,
01/24/2016 13:55:00,CAPITL,61757,38.42,2.78,0,,,,,,,,,
01/24/2016 13:55:00,CENTRL,61754,35.92,0.28,0,,,,,,,,,
01/24/2016 13:55:00,DUNWOD,61760,39.13,3.49,0,,,,,,,,,
01/24/2016 13:55:00,GENESE,61753,34.28,-1.35,0,,,,,,,,,
01/24/2016 13:55:00,H Q,61844,34.85,-0.78,0,,,,,,,,,
01/24/2016 13:55:00,HUD VL,61758,39.16,3.53,0,,,,,,,,,
