Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr),,,,Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
01/24/2016 00:05:00,CAPITL,61757,51.38,3.45,0,,,,,,,,,
01/24/2016 00:05:00,CENTRL,61754,48.27,0.34,0,,,,,,,,,
01/24/2016 00:05:00,DUNWOD,61760,52.1,4.17,0,,,,,,,,,
01/24/2016 00:05:00,GENESE,61753,46.78,-1.15,0,,,,,,,,,
01/24/2016 00:05:00,H Q,61844,47.07,-0.86,0,,,,,,,,,
01/24/2016 00:05:00,HUD VL,61758,52.19,4.26,0,,,,,,,,,
01/24/2016 00:05:00,LONGIL,61762,53.3,5.37,0,,,,,,,,,
01/24/2016 00:05:00,MHK VL,61756,50.18,2.25,0,,,,,,,,,
01/24/2016 00:05:00,MILLWD,61759,52.24,4.32,0,,,,,,,,,
01/24/2016 00:05:00,N.Y.C.,61761,52.24,4.32,0,,,,,,,,,
01/24/2016 00:05:00,NORTH,61755,47.88,-0.05,0,,,,,,,,,
01/24/2016 00:05:00,NPX,61845,51.52,3.6,0,,,,,,,,,
01/24/2016 00:05:00,O H,61846,45,-2.93,0,,,,,,,,,
01/24/2016 00:05:00,PJM,61847,49.46,1.53,0,,,,,,,,,
01/24/2016 00:05:00,WEST,61752,45.68,-2.25,0,,,,01/24/2016 00:00:00,WEST,61752,44.83,-2.71,0
01/24/2016 00:10:00,CAPITL,61757,51.14,3.44,0,,,,,,,,,
01/24/2016 00:10:00,CENTRL,61754,47.99,0.29,0,,,,,,,,,
01/24/2016 00:10:00,DUNWOD,61760,51.9,4.2,0,,,,,,,,,
01/24/2016 00:10:00,GENESE,61753,46.46,-1.24,0,,,,,,,,,
01/24/2016 00:10:00,H Q,61844,46.85,-0.86,0,,,,,,,,,
01/24/2016 00:10:00,HUD VL,61758,52,4.3,0,,,,,,,,,
01/24/2016 00:10:00,LONGIL,61762,53.05,5.34,0,,,,,,,,,
01/24/2016 00:10:00,MHK VL,61756,49.9,2.2,0,,,,,,,,,
01/24/2016 00:10:00,MILLWD,61759,52.05,4.34,0,,,,,,,,,
01/24/2016 00:10:00,N.Y.C.,61761,52.09,4.39,0,,,,,,,,,
01/24/2016 00:10:00,NORTH,61755,47.7,0,0,,,,,,,,,
01/24/2016 00:10:00,NPX,61845,51.33,3.62,0,,,,,,,,,
01/24/2016 00:10:00,O H,61846,44.7,-3,0,,,,,,,,,
01/24/2016 00:10:00,PJM,61847,49.19,1.48,0,,,,,,,,,
01/24/2016 00:10:00,WEST,61752,45.32,-2.38,0,,,,,,,,,
01/24/2016 00:15:00,CAPITL,61757,51,3.34,0,,,,,,,,,
01/24/2016 00:15:00,CENTRL,61754,47.71,0.05,0,,,,,,,,,
01/24/2016 00:15:00,DUNWOD,61760,51.71,4.05,0,,,,,,,,,
01/24/2016 00:15:00,GENESE,61753,46.19,-1.48,0,,,,,,,,,
01/24/2016 00:15:00,H Q,61844,46.9,-0.76,0,,,,,,,,,
01/24/2016 00:15:00,HUD VL,61758,51.81,4.14,0,,,,,,,,,
01/24/2016 00:15:00,LONGIL,61762,52.77,5.1,0,,,,,,,,,
01/24/2016 00:15:00,MHK VL,61756,49.76,2.09,0,,,,,,,,,
01/24/2016 00:15:00,MILLWD,61759,51.86,4.2,0,,,,,,,,,
01/24/2016 00:15:00,N.Y.C.,61761,51.95,4.29,0,,,,,,,,,
01/24/2016 00:15:00,NORTH,61755,47.85,0.19,0,,,,,,,,,
01/24/2016 00:15:00,NPX,61845,51.19,3.53,0,,,,,,,,,
01/24/2016 00:15:00,O H,61846,44.23,-3.43,0,,,,,,,,,
01/24/2016 00:15:00,PJM,61847,48.86,1.19,0,,,,,,,,,
01/24/2016 00:15:00,WEST,61752,44.9,-2.77,0,,,,,,,,,
01/24/2016 00:20:00,CAPITL,61757,50.81,3.28,0,,,,,,,,,
01/24/2016 00:20:00,CENTRL,61754,47.63,0.1,0,,,,,,,,,
01/24/2016 00:20:00,DUNWOD,61760,51.57,4.04,0,,,,,,,,,
01/24/2016 00:20:00,GENESE,61753,46.11,-1.42,0,,,,,,,,,
01/24/2016 00:20:00,H Q,61844,46.77,-0.76,0,,,,,,,,,
01/24/2016 00:20:00,HUD VL,61758,51.62,4.09,0,,,,,,,,,
01/24/2016 00:20:00,LONGIL,61762,52.48,4.94,0,,,,,,,,,
01/24/2016 00:20:00,MHK VL,61756,49.62,2.09,0,,,,,,,,,
01/24/2016 00:20:00,MILLWD,61759,51.72,4.18,0,,,,,,,,,
01/24/2016 00:20:00,N.Y.C.,61761,51.86,4.32,0,,,,,,,,,
01/24/2016 00:20:00,NORTH,61755,47.77,0.24,0,,,,,,,,,
01/24/2016 00:20:00,NPX,61845,50.96,3.42,0,,,,,,,,,
01/24/2016 00:20:00,O H,61846,44.25,-3.28,0,,,,,,,,,
01/24/2016 00:20:00,PJM,61847,48.82,1.28,0,,,,,,,,,
01/24/2016 00:20:00,WEST,61752,44.87,-2.66,0,,,,,,,,,
01/24/2016 00:25:00,CAPITL,61757,50.86,3.33,0,,,,,,,,,
01/24/2016 00:25:00,CENTRL,61754,47.58,0.05,0,,,,,,,,,
01/24/2016 00:25:00,DUNWOD,61760,51.62,4.09,0,,,,,,,,,
01/24/2016 00:25:00,GENESE,61753,46.06,-1.47,0,,,,,,,,,
01/24/2016 00:25:00,H Q,61844,46.77,-0.76,0,,,,,,,,,
01/24/2016 00:25:00,HUD VL,61758,51.72,4.18,0,,,,,,,,,
01/24/2016 00:25:00,LONGIL,61762,52.62,5.09,0,,,,,,,,,
01/24/2016 00:25:00,MHK VL,61756,49.62,2.09,0,,,,,,,,,
01/24/2016 00:25:00,MILLWD,61759,51.76,4.23,0,,,,,,,,,
01/24/2016 00:25:00,N.Y.C.,61761,51.9,4.37,0,,,,,,,,,
01/24/2016 00:25:00,NORTH,61755,47.72,0.19,0,,,,,,,,,
01/24/2016 00:25:00,NPX,61845,51.05,3.52,0,,,,,,,,,
01/24/2016 00:25:00,O H,61846,44.16,-3.37,0,,,,,,,,,
01/24/2016 00:25:00,PJM,61847,48.82,1.28,0,,,,,,,,,
01/24/2016 00:25:00,WEST,61752,44.78,-2.76,0,,,,,,,,,
01/24/2016 00:30:00,CAPITL,61757,50.62,3.31,0,,,,,,,,,
01/24/2016 00:30:00,CENTRL,61754,47.46,0.14,0,,,,,,,,,
01/24/2016 00:30:00,DUNWOD,61760,51.38,4.07,0,,,,,,,,,
01/24/2016 00:30:00,GENESE,61753,45.9,-1.42,0,,,,,,,,,
01/24/2016 00:30:00,H Q,61844,46.55,-0.76,0,,,,,,,,,
01/24/2016 00:30:00,HUD VL,61758,51.43,4.11,0,,,,,,,,,
01/24/2016 00:30:00,LONGIL,61762,52.33,5.01,0,,,,,,,,,
01/24/2016 00:30:00,MHK VL,61756,49.39,2.08,0,,,,,,,,,
01/24/2016 00:30:00,MILLWD,61759,51.52,4.21,0,,,,,,,,,
01/24/2016 00:30:00,N.Y.C.,61761,51.62,4.3,0,,,,,,,,,
01/24/2016 00:30:00,NORTH,61755,47.5,0.19,0,,,,,,,,,
01/24/2016 00:30:00,NPX,61845,50.81,3.5,0,,,,,,,,,
01/24/2016 00:30:00,O H,61846,44.09,-3.22,0,,,,,,,,,
01/24/2016 00:30:00,PJM,61847,48.64,1.32,0,,,,,,,,,
01/24/2016 00:30:00,WEST,61752,44.71,-2.6,0,,,,,,,,,
01/24/2016 00:35:00,CAPITL,61757,51.04,3.29,0,,,,,,,,,
01/24/2016 00:35:00,CENTRL,61754,47.94,0.19,0,,,,,,,,,
01/24/2016 00:35:00,DUNWOD,61760,51.81,4.06,0,,,,,,,,,
01/24/2016 00:35:00,GENESE,61753,46.32,-1.43,0,,,,,,,,,
01/24/2016 00:35:00,H Q,61844,46.99,-0.77,0,,,,,,,,,
01/24/2016 00:35:00,HUD VL,61758,51.9,4.15,0,,,,,,,,,
01/24/2016 00:35:00,LONGIL,61762,52.86,5.11,0,,,,,,,,,
01/24/2016 00:35:00,MHK VL,61756,49.85,2.1,0,,,,,,,,,
01/24/2016 00:35:00,MILLWD,61759,51.95,4.2,0,,,,,,,,,
01/24/2016 00:35:00,N.Y.C.,61761,52.05,4.3,0,,,,,,,,,
01/24/2016 00:35:00,NORTH,61755,47.94,0.19,0,,,,,,,,,
01/24/2016 00:35:00,NPX,61845,51.24,3.48,0,,,,,,,,,
01/24/2016 00:35:00,O H,61846,44.5,-3.25,0,,,,,,,,,
01/24/2016 00:35:00,PJM,61847,49.09,1.34,0,,,,,,,,,
01/24/2016 00:35:00,WEST,61752,45.13,-2.63,0,,,,,,,,,
01/24/2016 00:40:00,CAPITL,61757,51.04,3.29,0,,,,,,,,,
01/24/2016 00:40:00,CENTRL,61754,47.94,0.19,0,,,,,,,,,
01/24/2016 00:40:00,DUNWOD,61760,51.81,4.06,0,,,,,,,,,
01/24/2016 00:40:00,GENESE,61753,46.32,-1.43,0,,,,,,,,,
01/24/2016 00:40:00,H Q,61844,46.99,-0.77,0,,,,,,,,,
01/24/2016 00:40:00,HUD VL,61758,51.86,4.11,0,,,,,,,,,
01/24/2016 00:40:00,LONGIL,61762,52.86,5.11,0,,,,,,,,,
01/24/2016 00:40:00,MHK VL,61756,49.85,2.1,0,,,,,,,,,
01/24/2016 00:40:00,MILLWD,61759,51.95,4.2,0,,,,,,,,,
01/24/2016 00:40:00,N.Y.C.,61761,52.05,4.3,0,,,,,,,,,
01/24/2016 00:40:00,NORTH,61755,47.94,0.19,0,,,,,,,,,
01/24/2016 00:40:00,NPX,61845,51.24,3.48,0,,,,,,,,,
01/24/2016 00:40:00,O H,61846,44.55,-3.2,0,,,,,,,,,
01/24/2016 00:40:00,PJM,61847,49.14,1.39,0,,,,,,,,,
01/24/2016 00:40:00,WEST,61752,45.13,-2.63,0,,,,,,,,,
01/24/2016 00:45:00,CAPITL,61757,48.15,3.07,0,,,,,,,,,
01/24/2016 00:45:00,CENTRL,61754,45.22,0.14,0,,,,,,,,,
01/24/2016 00:45:00,DUNWOD,61760,48.91,3.83,0,,,,,,,,,
01/24/2016 00:45:00,GENESE,61753,43.68,-1.4,0,,,,,,,,,
01/24/2016 00:45:00,H Q,61844,44.36,-0.72,0,,,,,,,,,
01/24/2016 00:45:00,HUD VL,61758,48.96,3.88,0,,,,,,,,,
01/24/2016 00:45:00,LONGIL,61762,49.91,4.83,0,,,,,,,,,
01/24/2016 00:45:00,MHK VL,61756,47.06,1.98,0,,,,,,,,,
01/24/2016 00:45:00,MILLWD,61759,49.05,3.97,0,,,,,,,,,
01/24/2016 00:45:00,N.Y.C.,61761,49.14,4.06,0,,,,,,,,,
01/24/2016 00:45:00,NORTH,61755,45.26,0.18,0,,,,,,,,,
01/24/2016 00:45:00,NPX,61845,48.33,3.25,0,,,,,,,,,
01/24/2016 00:45:00,O H,61846,42.01,-3.07,0,,,,,,,,,
01/24/2016 00:45:00,PJM,61847,46.34,1.26,0,,,,,,,,,
01/24/2016 00:45:00,WEST,61752,42.56,-2.52,0,,,,,,,,,
01/24/2016 00:50:00,CAPITL,61757,47.98,3.09,0,,,,,,,,,
01/24/2016 00:50:00,CENTRL,61754,44.88,0,0,,,,,,,,,
01/24/2016 00:50:00,DUNWOD,61760,48.74,3.86,0,,,,,,,,,
01/24/2016 00:50:00,GENESE,61753,43.36,-1.53,0,,,,,,,,,
01/24/2016 00:50:00,H Q,61844,44.16,-0.72,0,,,,,,,,,
01/24/2016 00:50:00,HUD VL,61758,48.79,3.9,0,,,,,,,,,
01/24/2016 00:50:00,LONGIL,61762,49.78,4.89,0,,,,,,,,,
01/24/2016 00:50:00,MHK VL,61756,46.81,1.93,0,,,,,,,,,
01/24/2016 00:50:00,MILLWD,61759,48.88,3.99,0,,,,,,,,,
01/24/2016 00:50:00,N.Y.C.,61761,49.01,4.13,0,,,,,,,,,
01/24/2016 00:50:00,NORTH,61755,45.06,0.18,0,,,,,,,,,
01/24/2016 00:50:00,NPX,61845,48.16,3.27,0,,,,,,,,,
01/24/2016 00:50:00,O H,61846,41.61,-3.27,0,,,,,,,,,
01/24/2016 00:50:00,PJM,61847,46.05,1.17,0,,,,,,,,,
01/24/2016 00:50:00,WEST,61752,42.14,-2.74,0,,,,,,,,,
01/24/2016 00:55:00,CAPITL,61757,49.13,3.13,0,,,,,,,,,
01/24/2016 00:55:00,CENTRL,61754,46.09,0.09,0,,,,,,,,,
01/24/2016 00:55:00,DUNWOD,61760,49.91,3.91,0,,,,,,,,,
01/24/2016 00:55:00,GENESE,61753,44.62,-1.38,0,,,,,,,,,
01/24/2016 00:55:00,H Q,61844,45.26,-0.74,0,,,,,,,,,
01/24/2016 00:55:00,HUD VL,61758,50,4,0,,,,,,,,,
01/24/2016 00:55:00,LONGIL,61762,50.97,4.97,0,,,,,,,,,
01/24/2016 00:55:00,MHK VL,61756,47.98,1.98,0,,,,,,,,,
01/24/2016 00:55:00,MILLWD,61759,50.05,4.05,0,,,,,,,,,
01/24/2016 00:55:00,N.Y.C.,61761,50.19,4.19,0,,,,,,,,,
01/24/2016 00:55:00,NORTH,61755,46.18,0.18,0,,,,,,,,,
01/24/2016 00:55:00,NPX,61845,49.31,3.31,0,,,,,,,,,
01/24/2016 00:55:00,O H,61846,42.87,-3.13,0,,,,,,,,,
01/24/2016 00:55:00,PJM,61847,47.29,1.29,0,,,,,,,,,
01/24/2016 00:55:00,WEST,61752,43.47,-2.53,0,,,,,,,,,
01/24/2016 01:00:00,CAPITL,61757,51.47,3.19,0,,,,,,,,,
01/24/2016 01:00:00,CENTRL,61754,48.57,0.29,0,,,,,,,,,
01/24/2016 01:00:00,DUNWOD,61760,52.05,3.77,0,,,,,,,,,
01/24/2016 01:00:00,GENESE,61753,47.08,-1.21,0,,,,,,,,,
01/24/2016 01:00:00,H Q,61844,47.51,-0.77,0,,,,,,,,,
01/24/2016 01:00:00,HUD VL,61758,52.15,3.86,0,,,,,,,,,
01/24/2016 01:00:00,LONGIL,61762,52.96,4.68,0,,,,,,,,,
01/24/2016 01:00:00,MHK VL,61756,50.4,2.12,0,,,,,,,,,
01/24/2016 01:00:00,MILLWD,61759,52.19,3.91,0,,,,,,,,,
01/24/2016 01:00:00,N.Y.C.,61761,52.19,3.91,0,,,,,,,,,
01/24/2016 01:00:00,NORTH,61755,48.48,0.19,0,,,,,,,,,
01/24/2016 01:00:00,NPX,61845,51.57,3.28,0,,,,,,,,,
01/24/2016 01:00:00,O H,61846,45.39,-2.9,0,,,,,,,,,
01/24/2016 01:00:00,PJM,61847,49.49,1.21,0,,,,,,,,,
01/24/2016 01:00:00,WEST,61752,46.06,-2.22,0,,,,,,,,,
01/24/2016 01:05:00,CAPITL,61757,47.13,2.84,0,,,,,,,,,
01/24/2016 01:05:00,CENTRL,61754,44.38,0.09,0,,,,,,,,,
01/24/2016 01:05:00,DUNWOD,61760,47.84,3.54,0,,,,,,,,,
01/24/2016 01:05:00,GENESE,61753,43.19,-1.11,0,,,,,,,,,
01/24/2016 01:05:00,H Q,61844,0,-0.71,43.58,,,,,,,,,
01/24/2016 01:05:00,HUD VL,61758,47.88,3.59,0,,,,,,,,,
01/24/2016 01:05:00,LONGIL,61762,48.63,4.34,0,,,,,,,,,
01/24/2016 01:05:00,MHK VL,61756,46.15,1.86,0,,,,,,,,,
01/24/2016 01:05:00,MILLWD,61759,47.97,3.67,0,,,,,,,,,
01/24/2016 01:05:00,N.Y.C.,61761,48.05,3.76,0,,,,,,,,,
01/24/2016 01:05:00,NORTH,61755,44.47,0.18,0,,,,,,,,,
01/24/2016 01:05:00,NPX,61845,47.26,2.97,0,,,,,,,,,
01/24/2016 01:05:00,O H,61846,41.41,-2.88,0,,,,,,,,,
01/24/2016 01:05:00,PJM,61847,45.22,0.93,0,,,,,,,,,
01/24/2016 01:05:00,WEST,61752,42.12,-2.17,0,,,,,,,,,
01/24/2016 01:10:00,CAPITL,61757,49.04,2.95,0,,,,,,,,,
01/24/2016 01:10:00,CENTRL,61754,46.23,0.14,0,,,,,,,,,
01/24/2016 01:10:00,DUNWOD,61760,49.78,3.69,0,,,,,,,,,
01/24/2016 01:10:00,GENESE,61753,44.85,-1.24,0,,,,,,,,,
01/24/2016 01:10:00,H Q,61844,0,-0.74,45.35,,,,,,,,,
01/24/2016 01:10:00,HUD VL,61758,49.87,3.78,0,,,,,,,,,
01/24/2016 01:10:00,LONGIL,61762,50.7,4.61,0,,,,,,,,,
01/24/2016 01:10:00,MHK VL,61756,48.07,1.98,0,,,,,,,,,
01/24/2016 01:10:00,MILLWD,61759,49.96,3.87,0,,,,,,,,,
01/24/2016 01:10:00,N.Y.C.,61761,50.05,3.96,0,,,,,,,,,
01/24/2016 01:10:00,NORTH,61755,46.23,0.14,0,,,,,,,,,
01/24/2016 01:10:00,NPX,61845,49.18,3.09,0,,,,,,,,,
01/24/2016 01:10:00,O H,61846,43,-3.09,0,,,,,,,,,
01/24/2016 01:10:00,PJM,61847,47.1,1.01,0,,,,,,,,,
01/24/2016 01:10:00,WEST,61752,43.69,-2.4,0,,,,,,,,,
01/24/2016 01:15:00,CAPITL,61757,49.31,3.05,0,,,,,,,,,
01/24/2016 01:15:00,CENTRL,61754,46.44,0.19,0,,,,,,,,,
01/24/2016 01:15:00,DUNWOD,61760,49.96,3.7,0,,,,,,,,,
01/24/2016 01:15:00,GENESE,61753,45.05,-1.2,0,,,,,,,,,
01/24/2016 01:15:00,H Q,61844,0,-0.79,45.47,,,,,,,,,
01/24/2016 01:15:00,HUD VL,61758,50.05,3.79,0,,,,,,,,,
01/24/2016 01:15:00,LONGIL,61762,50.88,4.62,0,,,,,,,,,
01/24/2016 01:15:00,MHK VL,61756,48.29,2.03,0,,,,,,,,,
01/24/2016 01:15:00,MILLWD,61759,50.09,3.84,0,,,,,,,,,
01/24/2016 01:15:00,N.Y.C.,61761,50.14,3.89,0,,,,,,,,,
01/24/2016 01:15:00,NORTH,61755,46.3,0.05,0,,,,,,,,,
01/24/2016 01:15:00,NPX,61845,49.4,3.15,0,,,,,,,,,
01/24/2016 01:15:00,O H,61846,43.2,-3.05,0,,,,,,,,,
01/24/2016 01:15:00,PJM,61847,47.36,1.11,0,,,,,,,,,
01/24/2016 01:15:00,WEST,61752,43.85,-2.41,0,,,,,,,,,
01/24/2016 01:20:00,CAPITL,61757,49.76,3.08,0,,,,,,,,,
01/24/2016 01:20:00,CENTRL,61754,46.87,0.19,0,,,,,,,,,
01/24/2016 01:20:00,DUNWOD,61760,50.41,3.74,0,,,,,,,,,
01/24/2016 01:20:00,GENESE,61753,45.42,-1.26,0,,,,,,,,,
01/24/2016 01:20:00,H Q,61844,45.88,-0.79,0,,,,,,,,,
01/24/2016 01:20:00,HUD VL,61758,50.46,3.78,0,,,,,,,,,
01/24/2016 01:20:00,LONGIL,61762,51.3,4.62,0,,,,,,,,,
01/24/2016 01:20:00,MHK VL,61756,48.73,2.05,0,,,,,,,,,
01/24/2016 01:20:00,MILLWD,61759,50.55,3.87,0,,,,,,,,,
01/24/2016 01:20:00,N.Y.C.,61761,50.6,3.92,0,,,,,,,,,
01/24/2016 01:20:00,NORTH,61755,46.77,0.09,0,,,,,,,,,
01/24/2016 01:20:00,NPX,61845,49.85,3.18,0,,,,,,,,,
01/24/2016 01:20:00,O H,61846,43.5,-3.18,0,,,,,,,,,
01/24/2016 01:20:00,PJM,61847,47.75,1.07,0,,,,,,,,,
01/24/2016 01:20:00,WEST,61752,44.16,-2.52,0,,,,,,,,,
01/24/2016 01:25:00,CAPITL,61757,49.18,3.04,0,,,,,,,,,
01/24/2016 01:25:00,CENTRL,61754,46.23,0.09,0,,,,,,,,,
01/24/2016 01:25:00,DUNWOD,61760,49.83,3.69,0,,,,,,,,,
01/24/2016 01:25:00,GENESE,61753,44.76,-1.38,0,,,,,,,,,
01/24/2016 01:25:00,H Q,61844,45.4,-0.74,0,,,,,,,,,
01/24/2016 01:25:00,HUD VL,61758,49.92,3.78,0,,,,,,,,,
01/24/2016 01:25:00,LONGIL,61762,50.75,4.61,0,,,,,,,,,
01/24/2016 01:25:00,MHK VL,61756,48.12,1.98,0,,,,,,,,,
01/24/2016 01:25:00,MILLWD,61759,50.02,3.88,0,,,,,,,,,
01/24/2016 01:25:00,N.Y.C.,61761,50.06,3.92,0,,,,,,,,,
01/24/2016 01:25:00,NORTH,61755,46.23,0.09,0,,,,,,,,,
01/24/2016 01:25:00,NPX,61845,49.28,3.14,0,,,,,,,,,
01/24/2016 01:25:00,O H,61846,42.87,-3.27,0,,,,,,,,,
01/24/2016 01:25:00,PJM,61847,47.15,1.01,0,,,,,,,,,
01/24/2016 01:25:00,WEST,61752,43.46,-2.68,0,,,,,,,,,
01/24/2016 01:30:00,CAPITL,61757,49.04,2.99,0,,,,,,,,,
01/24/2016 01:30:00,CENTRL,61754,46.28,0.23,0,,,,,,,,,
01/24/2016 01:30:00,DUNWOD,61760,49.68,3.64,0,,,,,,,,,
01/24/2016 01:30:00,GENESE,61753,44.71,-1.34,0,,,,,,,,,
01/24/2016 01:30:00,H Q,61844,45.26,-0.78,0,,,,,,,,,
01/24/2016 01:30:00,HUD VL,61758,49.77,3.73,0,,,,,,,,,
01/24/2016 01:30:00,LONGIL,61762,50.56,4.52,0,,,,,,,,,
01/24/2016 01:30:00,MHK VL,61756,48.07,2.02,0,,,,,,,,,
01/24/2016 01:30:00,MILLWD,61759,49.87,3.82,0,,,,,,,,,
01/24/2016 01:30:00,N.Y.C.,61761,49.91,3.87,0,,,,,,,,,
01/24/2016 01:30:00,NORTH,61755,46.14,0.09,0,,,,,,,,,
01/24/2016 01:30:00,NPX,61845,49.13,3.09,0,,,,,,,,,
01/24/2016 01:30:00,O H,61846,42.96,-3.08,0,,,,,,,,,
01/24/2016 01:30:00,PJM,61847,47.15,1.1,0,,,,,,,,,
01/24/2016 01:30:00,WEST,61752,43.56,-2.49,0,,,,,,,,,
01/24/2016 01:35:00,CAPITL,61757,48.36,2.95,0,,,,,,,,,
01/24/2016 01:35:00,CENTRL,61754,45.59,0.18,0,,,,,,,,,
01/24/2016 01:35:00,DUNWOD,61760,48.99,3.59,0,,,,,,,,,
01/24/2016 01:35:00,GENESE,61753,44.14,-1.27,0,,,,,,,,,
01/24/2016 01:35:00,H Q,61844,44.63,-0.77,0,,,,,,,,,
01/24/2016 01:35:00,HUD VL,61758,49.08,3.68,0,,,,,,,,,
01/24/2016 01:35:00,LONGIL,61762,49.9,4.5,0,,,,,,,,,
01/24/2016 01:35:00,MHK VL,61756,47.4,2,0,,,,,,,,,
01/24/2016 01:35:00,MILLWD,61759,49.17,3.77,0,,,,,,,,,
01/24/2016 01:35:00,N.Y.C.,61761,49.17,3.77,0,,,,,,,,,
01/24/2016 01:35:00,NORTH,61755,45.5,0.09,0,,,,,,,,,
01/24/2016 01:35:00,NPX,61845,48.45,3.04,0,,,,,,,,,
01/24/2016 01:35:00,O H,61846,42.36,-3.04,0,,,,,,,,,
01/24/2016 01:35:00,PJM,61847,46.49,1.09,0,,,,,,,,,
01/24/2016 01:35:00,WEST,61752,43,-2.41,0,,,,,,,,,
01/24/2016 01:40:00,CAPITL,61757,48.14,2.98,0,,,,,,,,,
01/24/2016 01:40:00,CENTRL,61754,45.3,0.14,0,,,,,,,,,
01/24/2016 01:40:00,DUNWOD,61760,48.78,3.61,0,,,,,,,,,
01/24/2016 01:40:00,GENESE,61753,43.81,-1.35,0,,,,,,,,,
01/24/2016 01:40:00,H Q,61844,44.4,-0.77,0,,,,,,,,,
01/24/2016 01:40:00,HUD VL,61758,48.87,3.7,0,,,,,,,,,
01/24/2016 01:40:00,LONGIL,61762,49.68,4.52,0,,,,,,,,,
01/24/2016 01:40:00,MHK VL,61756,47.1,1.94,0,,,,,,,,,
01/24/2016 01:40:00,MILLWD,61759,48.96,3.79,0,,,,,,,,,
01/24/2016 01:40:00,N.Y.C.,61761,49,3.84,0,,,,,,,,,
01/24/2016 01:40:00,NORTH,61755,45.25,0.09,0,,,,,,,,,
01/24/2016 01:40:00,NPX,61845,48.24,3.07,0,,,,,,,,,
01/24/2016 01:40:00,O H,61846,42.05,-3.12,0,,,,,,,,,
01/24/2016 01:40:00,PJM,61847,46.2,1.04,0,,,,,,,,,
01/24/2016 01:40:00,WEST,61752,42.64,-2.53,0,,,,,,,,,
01/24/2016 01:45:00,CAPITL,61757,48.32,3.03,0,,,,,,,,,
01/24/2016 01:45:00,CENTRL,61754,45.29,0,0,,,,,,,,,
01/24/2016 01:45:00,DUNWOD,61760,48.91,3.62,0,,,,,,,,,
01/24/2016 01:45:00,GENESE,61753,43.88,-1.4,0,,,,,,,,,
01/24/2016 01:45:00,H Q,61844,44.56,-0.73,0,,,,,,,,,
01/24/2016 01:45:00,HUD VL,61758,49,3.71,0,,,,,,,,,
01/24/2016 01:45:00,LONGIL,61762,49.77,4.48,0,,,,,,,,,
01/24/2016 01:45:00,MHK VL,61756,47.19,1.9,0,,,,,,,,,
01/24/2016 01:45:00,MILLWD,61759,49.04,3.76,0,,,,,,,,,
01/24/2016 01:45:00,N.Y.C.,61761,49.13,3.85,0,,,,,,,,,
01/24/2016 01:45:00,NORTH,61755,45.38,0.09,0,,,,,,,,,
01/24/2016 01:45:00,NPX,61845,48.45,3.17,0,,,,,,,,,
01/24/2016 01:45:00,O H,61846,42.02,-3.26,0,,,,,,,,,
01/24/2016 01:45:00,PJM,61847,46.24,0.95,0,,,,,,,,,
01/24/2016 01:45:00,WEST,61752,42.66,-2.63,0,,,,,,,,,
01/24/2016 01:50:00,CAPITL,61757,49.18,3.09,0,,,,,,,,,
01/24/2016 01:50:00,CENTRL,61754,46.23,0.14,0,,,,,,,,,
01/24/2016 01:50:00,DUNWOD,61760,49.73,3.64,0,,,,,,,,,
01/24/2016 01:50:00,GENESE,61753,44.66,-1.43,0,,,,,,,,,
01/24/2016 01:50:00,H Q,61844,45.31,-0.78,0,,,,,,,,,
01/24/2016 01:50:00,HUD VL,61758,49.82,3.73,0,,,,,,,,,
01/24/2016 01:50:00,LONGIL,61762,50.61,4.52,0,,,,,,,,,
01/24/2016 01:50:00,MHK VL,61756,48.07,1.98,0,,,,,,,,,
01/24/2016 01:50:00,MILLWD,61759,49.87,3.78,0,,,,,,,,,
01/24/2016 01:50:00,N.Y.C.,61761,49.91,3.82,0,,,,,,,,,
01/24/2016 01:50:00,NORTH,61755,46.18,0.09,0,,,,,,,,,
01/24/2016 01:50:00,NPX,61845,49.32,3.23,0,,,,,,,,,
01/24/2016 01:50:00,O H,61846,42.82,-3.27,0,,,,,,,,,
01/24/2016 01:50:00,PJM,61847,47.1,1.01,0,,,,,,,,,
01/24/2016 01:50:00,WEST,61752,43.37,-2.72,0,,,,,,,,,
01/24/2016 01:55:00,CAPITL,61757,48.92,3.03,0,,,,,,,,,
01/24/2016 01:55:00,CENTRL,61754,46.08,0.18,0,,,,,,,,,
01/24/2016 01:55:00,DUNWOD,61760,49.43,3.53,0,,,,,,,,,
01/24/2016 01:55:00,GENESE,61753,44.56,-1.33,0,,,,,,,,,
01/24/2016 01:55:00,H Q,61844,45.16,-0.74,0,,,,,,,,,
01/24/2016 01:55:00,HUD VL,61758,49.57,3.67,0,,,,,,,,,
01/24/2016 01:55:00,LONGIL,61762,50.3,4.41,0,,,,,,,,,
01/24/2016 01:55:00,MHK VL,61756,47.87,1.97,0,,,,,,,,,
01/24/2016 01:55:00,MILLWD,61759,49.57,3.67,0,,,,,,,,,
01/24/2016 01:55:00,N.Y.C.,61761,49.61,3.72,0,,,,,,,,,
01/24/2016 01:55:00,NORTH,61755,45.99,0.09,0,,,,,,,,,
